artist_mbid,mbid_canonico,nombre,nombre_orden,tipo,genero,area,anio_inicio,anio_fin,tags,wikidata,fuente
00034ede-a1f1-4219-be39-02f36853373e,00034ede-a1f1-4219-be39-02f36853373e,O Rappa,"Rappa, O",Group,,Brazil,1994,2018,alternative rock;experimental rock;funk rock;hip hop;rap rock,https://www.wikidata.org/wiki/Q2059219,musicbrainz
0004537a-4b12-43eb-a023-04009e738d2e,0004537a-4b12-43eb-a023-04009e738d2e,Ultra Naté,"Naté, Ultra",Person,Female,United States,1968,,,https://www.wikidata.org/wiki/Q444309,musicbrainz
00077d46-7b4a-4761-9eed-c7dd435fa5ff,00077d46-7b4a-4761-9eed-c7dd435fa5ff,’68 Comeback,68 Comeback,Group,,United States,1992,,,https://www.wikidata.org/wiki/Q4540387,musicbrainz
000842dd-08e9-485f-a9b6-8ada9f1c4a12,000842dd-08e9-485f-a9b6-8ada9f1c4a12,Rumillajta,Rumillajta,Group,,Bolivia,1980,,,https://www.wikidata.org/wiki/Q7379300,musicbrainz
0008af7d-2aa1-4b4d-80af-b3b64ee3cac6,0008af7d-2aa1-4b4d-80af-b3b64ee3cac6,Miklós Rózsa,"Rózsa, Miklós",Person,Male,Hungary,1907,1995,american composer;classical;composer;film composer;soundtrack,https://www.wikidata.org/wiki/Q319396,musicbrainz
000ba849-700e-452e-8858-0db591587e4a,000ba849-700e-452e-8858-0db591587e4a,The Mutton Birds,"Mutton Birds, The",Group,,New Zealand,1991,2002,alternative rock;classic pop and rock,https://www.wikidata.org/wiki/Q7752809,musicbrainz
000d90ec-d64c-48a1-b775-e726fd240e9f,000d90ec-d64c-48a1-b775-e726fd240e9f,Get Cape. Wear Cape. Fly,Get Cape. Wear Cape. Fly,Person,Male,United Kingdom,1986,,alternative rock;indie;indie rock;rock;rock and indie,https://www.wikidata.org/wiki/Q368509,musicbrainz
000fc734-b7e1-4a01-92d1-f544261b43f5,000fc734-b7e1-4a01-92d1-f544261b43f5,Cocteau Twins,Cocteau Twins,Group,,Scotland,1979,1997,dream pop;ethereal wave;shoegaze;post-punk;gothic rock,https://www.wikidata.org/wiki/Q588820,musicbrainz
001084d0-2650-4596-91e9-0b3ed7d9e22f,001084d0-2650-4596-91e9-0b3ed7d9e22f,Presto Ballet,Presto Ballet,Group,,United States,2005,,progressive rock,https://www.wikidata.org/wiki/Q3297479,musicbrainz
0011f816-f0a8-4603-b82d-6f021d214672,0011f816-f0a8-4603-b82d-6f021d214672,Rick Wade,"Wade, Rick",Person,Male,United States,,,,,musicbrainz
0017114a-a0bc-4af9-83d1-75f7a506c3f0,0017114a-a0bc-4af9-83d1-75f7a506c3f0,Sunny Ledfurd,"Ledfurd, Sunny",Person,Male,United States,,,,,musicbrainz
0018b985-ceff-42f0-be00-6b3a92e5f1fc,0018b985-ceff-42f0-be00-6b3a92e5f1fc,Klaus Lage Band,"Lage, Klaus, Band",Group,,Germany,1983,,ndw;neue deutsche welle,https://www.wikidata.org/wiki/Q457829,musicbrainz
0019749d-ee29-4a5f-ab17-6bfa11deb969,0019749d-ee29-4a5f-ab17-6bfa11deb969,DJ Food,"Food, DJ",Group,,United Kingdom,1990,,british;downtempo;drum and bass;drum n bass;electronic,https://www.wikidata.org/wiki/Q3011302,musicbrainz
001a1d90-56dc-4992-bd7d-970ecd7105d0,001a1d90-56dc-4992-bd7d-970ecd7105d0,Wayne Watson,"Watson, Wayne",Person,Male,United States,1954,,,https://www.wikidata.org/wiki/Q7976758,musicbrainz
001aca82-d3bf-4a02-afd3-297740d12c14,001aca82-d3bf-4a02-afd3-297740d12c14,David Dondero,"Dondero, David",Person,Male,United States,1969,,,https://www.wikidata.org/wiki/Q5233021,musicbrainz
001ce2d7-c045-4343-b703-a4fc7dcee0a6,001ce2d7-c045-4343-b703-a4fc7dcee0a6,Gravy Train!!!!,Gravy Train!!!!,Group,,United States,2001,,camp core;dance;electro;electroclash;electronic,https://www.wikidata.org/wiki/Q2669726,musicbrainz
001e4a87-fc46-4d66-ba37-e9714e0fe58a,001e4a87-fc46-4d66-ba37-e9714e0fe58a,The Funeral Pyre,"Funeral Pyre, The",Group,,United States,2001,,,https://www.wikidata.org/wiki/Q678752,musicbrainz
001e765a-f88c-4823-ac71-2bc80a7cf0b5,001e765a-f88c-4823-ac71-2bc80a7cf0b5,Classic,Classic,Group,,Poland,1992,,disco polo,https://www.wikidata.org/wiki/Q9193138,musicbrainz
002379ce-27d5-4084-9a5d-4fd28335d9cb,002379ce-27d5-4084-9a5d-4fd28335d9cb,Laura Gibson,"Gibson, Laura",Person,Female,United States,1979,,american;américain;chanteur;indie;singer,https://www.wikidata.org/wiki/Q439512,musicbrainz
00277bb3-3a33-4a5a-b856-2c3a0c98636d,00277bb3-3a33-4a5a-b856-2c3a0c98636d,Haircut,Haircut,Group,,Pontoise,,,,,musicbrainz
0027da5e-1e05-4270-a927-590a85122a7c,0027da5e-1e05-4270-a927-590a85122a7c,El Charrito Negro,"Negro, El Charrito",Person,Male,Colombia,1962,,,https://www.wikidata.org/wiki/Q69091070,musicbrainz
002c6137-d274-4c06-bb70-6ba61c0e9faa,002c6137-d274-4c06-bb70-6ba61c0e9faa,Readymade FC,Readymade FC,Person,Male,Paris,1966,,,https://www.wikidata.org/wiki/Q3421570,musicbrainz
002fbe45-0085-43df-b5ae-56d73cc9f789,002fbe45-0085-43df-b5ae-56d73cc9f789,Southern Gentlemen,Southern Gentlemen,Group,,United States,,,,,musicbrainz
0031bc7a-1b6f-4620-99db-5202405b0749,0031bc7a-1b6f-4620-99db-5202405b0749,Lena Horne,"Horne, Lena",Person,Female,United States,1917,2010,jazz;american;broadway;cotm candidate;pop,https://www.wikidata.org/wiki/Q112307,musicbrainz
0032a067-7eae-4060-af4b-6bd47e04a32a,0032a067-7eae-4060-af4b-6bd47e04a32a,Frankie Bones,"Bones, Frankie",Person,Male,United States,1966,,acid techno;electronic;rave;techno,https://www.wikidata.org/wiki/Q4141264,musicbrainz
00330ad2-6d94-4957-b3b0-7ca1ea6f6fd6,00330ad2-6d94-4957-b3b0-7ca1ea6f6fd6,Blacklisted,Blacklisted,Group,,United States,2003,,rock and indie,,musicbrainz
00331dfe-0b65-43d2-a284-9c29c49433b9,00331dfe-0b65-43d2-a284-9c29c49433b9,Davis Coen,"Coen, Davis",Person,,,,,,,musicbrainz
00370693-7679-46c1-8ddd-63e1d082c459,00370693-7679-46c1-8ddd-63e1d082c459,Barbara Morgenstern,"Morgenstern, Barbara",Person,Female,Germany,1971,,,https://www.wikidata.org/wiki/Q70790,musicbrainz
0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,Death Cab for Cutie,Death Cab for Cutie,Group,,United States,1997,,indie rock;indie pop;american;emo;indie folk,https://www.wikidata.org/wiki/Q16414,musicbrainz
0039cd9c-ea95-4553-86c4-4f729984cc2f,0039cd9c-ea95-4553-86c4-4f729984cc2f,Dann Huff,"Huff, Dann",Person,Male,United States,1960,,session,https://www.wikidata.org/wiki/Q1164355,musicbrainz
003b2747-b74a-46c1-a51e-aeaffe88256c,003b2747-b74a-46c1-a51e-aeaffe88256c,Erdmöbel,Erdmöbel,Group,,Germany,1995,,german pop,https://www.wikidata.org/wiki/Q1349374,musicbrainz
003f3a74-7595-4da7-b46b-19a8f8e9a1b5,003f3a74-7595-4da7-b46b-19a8f8e9a1b5,Ornella Vanoni,"Vanoni, Ornella",Person,Female,Italy,1934,2025,pop;italian pop;jazz,https://www.wikidata.org/wiki/Q239002,musicbrainz
00433d62-f84b-4913-be62-206c865042c4,00433d62-f84b-4913-be62-206c865042c4,Divine Brown,Divine Brown,Person,Female,Canada,1974,,,https://www.wikidata.org/wiki/Q5284073,musicbrainz
00467da8-2a92-498f-8b10-a80889bcded7,00467da8-2a92-498f-8b10-a80889bcded7,The Horrors,"Horrors, The",Group,,United Kingdom,2005,,garage punk;garage rock revival;indie rock;industrial rock;neo-psychedelia,https://www.wikidata.org/wiki/Q1138555,musicbrainz
004697a7-e86c-41cf-bed3-49494287b164,6b8e8838-8f62-4748-9b49-c2845889308c,Parthenon Huxley,"Huxley, Parthenon",Person,Male,United States,1956,2026,power pop;rock,https://www.wikidata.org/wiki/Q7140251,musicbrainz
0049dcb0-6a8b-4ab5-bb88-b04754353fd1,0049dcb0-6a8b-4ab5-bb88-b04754353fd1,Noize Punishment,Noize Punishment,Person,,,,,,,musicbrainz
0050a556-a42d-46f5-85de-f29f315c5010,0050a556-a42d-46f5-85de-f29f315c5010,Timex Social Club,Timex Social Club,Group,,United States,1982,1987,,https://www.wikidata.org/wiki/Q194694,musicbrainz
0053dbd9-bfbc-4e38-9f08-66a27d914c38,0053dbd9-bfbc-4e38-9f08-66a27d914c38,Bad Company,Bad Company,Group,,United Kingdom,1973,2023,blues rock;hard rock;aor;rock;classic rock,https://www.wikidata.org/wiki/Q745517,musicbrainz
0059d0f1-8d04-4363-a2b2-d79f8b9a29b8,0059d0f1-8d04-4363-a2b2-d79f8b9a29b8,María Elena Walsh,"Walsh, María Elena",Person,Female,Argentina,1930,2011,singer-songwriter,https://www.wikidata.org/wiki/Q188848,musicbrainz
005a7799-e8a1-40fb-b35d-77b90a6081f8,005a7799-e8a1-40fb-b35d-77b90a6081f8,Del Valle,Del Valle,Group,,Spain,,,,,musicbrainz
005bc8ce-7abb-4552-8472-7f7368f099f9,7e62de5d-1cc6-4779-a588-8923cf9fe09d,Ash Ra Tempel,Ash Ra Tempel,Group,,Germany,1970,2001,krautrock;progressive rock;space rock;electronic;psychedelic rock,https://www.wikidata.org/wiki/Q700817,musicbrainz
005d0441-a3ee-408a-9e35-ffe365fbf32e,005d0441-a3ee-408a-9e35-ffe365fbf32e,Dim Mak,Dim Mak,Group,,United States,1996,,death metal,https://www.wikidata.org/wiki/Q5277120,musicbrainz
005f36d1-b838-4142-877e-b9248ff50b71,005f36d1-b838-4142-877e-b9248ff50b71,Headscan,Headscan,Group,,Canada,1999,,,https://www.wikidata.org/wiki/Q4040476,musicbrainz
0065f4cc-cf21-43c2-ad52-92716a579547,0065f4cc-cf21-43c2-ad52-92716a579547,Mercan Dede,"Dede, Mercan",Person,Male,Türkiye,1966,,ambiente;eletronic;fusion;ney;sufi,https://www.wikidata.org/wiki/Q1531410,musicbrainz
006631f4-5214-49ff-a386-a064853d1a1e,006631f4-5214-49ff-a386-a064853d1a1e,Marco Antonio Solís,"Solís, Marco Antonio",Person,Male,Mexico,1959,,latin;ballad;latin pop;ranchera,https://www.wikidata.org/wiki/Q1627834,musicbrainz
006970d3-1fc3-41c6-ae7f-56873819558c,006970d3-1fc3-41c6-ae7f-56873819558c,Dancefloor Rockaz,Dancefloor Rockaz,,,,,,,,musicbrainz
006bcbda-6915-4793-b3a8-a3833842d6c1,006bcbda-6915-4793-b3a8-a3833842d6c1,Rhythmkillaz,Rhythmkillaz,Group,,,,,,,musicbrainz
006c759f-223f-40d0-aa1b-75d8b719d195,006c759f-223f-40d0-aa1b-75d8b719d195,Low Motion Disco,Low Motion Disco,Group,,,,,house,,musicbrainz
006f0783-c5a0-458b-a9da-f8551f7ebe77,006f0783-c5a0-458b-a9da-f8551f7ebe77,Richard Hawley,"Hawley, Richard",Person,Male,United Kingdom,1967,,english;rock;rock and indie;singer-songwriter,https://www.wikidata.org/wiki/Q716361,musicbrainz
0073c699-8759-494c-a9b3-655ddf353f15,0073c699-8759-494c-a9b3-655ddf353f15,Danny O’Keefe,"O’Keefe, Danny",Person,Male,United States,1943,,american,https://www.wikidata.org/wiki/Q5220702,musicbrainz
007554f9-945c-48cb-a825-17dcb3c5fbd2,007554f9-945c-48cb-a825-17dcb3c5fbd2,Kenny Rogers & The First Edition,"Rogers, Kenny & The First Edition",Group,,United States,1967,1975,0 37117 04321 1;ad 17692;rock and indie,https://www.wikidata.org/wiki/Q7734124,musicbrainz
00793456-2e3f-49ab-9439-84efe81dc0e2,00793456-2e3f-49ab-9439-84efe81dc0e2,Vince Taylor,"Taylor, Vince",Person,Male,United Kingdom,1939,1991,rock,https://www.wikidata.org/wiki/Q1417221,musicbrainz
007ba750-a702-4530-acb0-e03521c1779c,007ba750-a702-4530-acb0-e03521c1779c,L’Assemblée,"Assemblée, L’",Group,,Canada,1998,,hip hop,https://www.wikidata.org/wiki/Q3202460,musicbrainz
007bf6ea-117d-49aa-8981-67fc4fda19eb,007bf6ea-117d-49aa-8981-67fc4fda19eb,Rainhard Fendrich,"Fendrich, Rainhard",Person,Male,Austria,1955,,austrian;german;pop,https://www.wikidata.org/wiki/Q45402,musicbrainz
007dbf51-6ee0-4038-8e90-94a954e25ca3,007dbf51-6ee0-4038-8e90-94a954e25ca3,1990s,1990s,Group,,United Kingdom,2004,2013,indie rock;post-punk revival;rock and indie,https://www.wikidata.org/wiki/Q266906,musicbrainz
007f6654-d8d0-4949-936a-b4d5d39339e9,007f6654-d8d0-4949-936a-b4d5d39339e9,Cagan Nazlioglu,"Nazlioglu, Cagan",Person,Male,Türkiye,,,,,musicbrainz
00826279-3ff9-4173-8ce4-3fbfbd5cd089,00826279-3ff9-4173-8ce4-3fbfbd5cd089,South Side Crew,South Side Crew,Group,,,,,,,musicbrainz
008501e3-e727-431d-ae73-66bbe2d7cbcd,008501e3-e727-431d-ae73-66bbe2d7cbcd,Ale Möller,"Möller, Ale",Person,Male,Sweden,1955,,,https://www.wikidata.org/wiki/Q3364013,musicbrainz
008a551c-926a-48ae-aabf-8527fbec8bc5,008a551c-926a-48ae-aabf-8527fbec8bc5,Blue Six,Blue Six,Person,Male,United States,,,acid jazz;dance and electronica,,musicbrainz
0092dc2a-38ca-4b01-94dd-5334bba14059,0092dc2a-38ca-4b01-94dd-5334bba14059,Lutricia McNeal,"McNeal, Lutricia",Person,Female,United States,1973,,classic pop and rock,https://www.wikidata.org/wiki/Q451419,musicbrainz
0094b33e-b865-40fd-8913-ba6d66752fa6,0094b33e-b865-40fd-8913-ba6d66752fa6,Orlando “Cachaíto” López,"Lopez, Orlando ""Cachaíto""",Person,Male,Cuba,1933,2009,,https://www.wikidata.org/wiki/Q1388405,musicbrainz
00950dec-8f3a-4a17-9717-e7872a954d8b,00950dec-8f3a-4a17-9717-e7872a954d8b,Terranova,Terranova,Group,,Germany,1996,,trip hop;downtempo;electronic;electronica,https://www.wikidata.org/wiki/Q7888883,musicbrainz
0095520c-da95-44b0-b212-1463a6c38b63,0095520c-da95-44b0-b212-1463a6c38b63,Future Cut,Future Cut,Group,,United Kingdom,,,drum and bass,,musicbrainz
0096e98d-7dc7-437a-957a-6719ff1a0f20,0096e98d-7dc7-437a-957a-6719ff1a0f20,Normaal,Normaal,Group,,Netherlands,1973,,rock;70s;80s;achterhooks;dutch,https://www.wikidata.org/wiki/Q2670460,musicbrainz
009a44cd-e5b7-4b0f-beee-64391f8e93fd,009a44cd-e5b7-4b0f-beee-64391f8e93fd,Spinnerette,Spinnerette,Group,,United States,2007,,alternative rock;alternative,https://www.wikidata.org/wiki/Q2002604,musicbrainz
009d1a78-80cb-4399-9bd4-b13d5e15a968,009d1a78-80cb-4399-9bd4-b13d5e15a968,Amazing Baby,Amazing Baby,Group,,United States,2008,,,https://www.wikidata.org/wiki/Q4740786,musicbrainz
009e2c11-417f-414b-92f5-fb17d389d11e,009e2c11-417f-414b-92f5-fb17d389d11e,Rob Jungklas,"Jungklas, Rob",Person,Male,United States,1950,,rock;singer-songwriter,https://www.wikidata.org/wiki/Q7340259,musicbrainz
00a037ab-901d-4b05-a694-6b349bc566c2,00a037ab-901d-4b05-a694-6b349bc566c2,Dorothy Carless,Dorothy Carless,,,,,,,,musicbrainz
00a540b6-3b42-4218-a337-3a65aa45c988,00a540b6-3b42-4218-a337-3a65aa45c988,Mark Otten,"Otten, Mark",Person,Male,,,,trance,,musicbrainz
00a58560-6006-4a1b-8624-4b3e089bb74b,00a58560-6006-4a1b-8624-4b3e089bb74b,Golden Shoulders,Golden Shoulders,Group,,United States,2001,,folk;indie rock,https://www.wikidata.org/wiki/Q5579787,musicbrainz
00a75169-fcb3-44e8-8646-545935d41516,00a75169-fcb3-44e8-8646-545935d41516,Chantay Savage,"Savage, Chantay",Person,Female,United States,1971,,contemporary r&b;dance-pop,https://www.wikidata.org/wiki/Q5072629,musicbrainz
00a9f935-ba93-4fc8-a33a-993abe9c936b,00a9f935-ba93-4fc8-a33a-993abe9c936b,Nightwish,Nightwish,Group,,Finland,1996,,symphonic metal;power metal;finnish;metal;symphonic power metal,https://www.wikidata.org/wiki/Q43510,musicbrainz
00aab979-da36-4efd-9086-e409cda07f9c,00aab979-da36-4efd-9086-e409cda07f9c,The Gap Band,"Gap Band, The",Group,,United States,1967,2010,classic pop and rock;funk;r&b;soul,https://www.wikidata.org/wiki/Q992295,musicbrainz
00ad506f-5852-443b-881d-ea2c5217ab33,00ad506f-5852-443b-881d-ea2c5217ab33,Tempo 38,Tempo 38,Group,,New Zealand,1999,,_edit;aotearoa;new zealand;punk,,musicbrainz
00b41159-d8c8-4c5d-9ce4-804e67050825,00b41159-d8c8-4c5d-9ce4-804e67050825,Shai,Shai,Group,,United States,1992,,r&b,https://www.wikidata.org/wiki/Q7462374,musicbrainz
00b4e695-7a87-4090-882c-2f515edda877,00b4e695-7a87-4090-882c-2f515edda877,Nona,Nona,Person,,Spain,,,,,musicbrainz
00b5b748-6bf2-4ec8-8f28-f8483d6e3b4f,00b5b748-6bf2-4ec8-8f28-f8483d6e3b4f,Settlefish,Settlefish,Group,,Italy,1998,,,https://www.wikidata.org/wiki/Q3958426,musicbrainz
00b952be-6c97-4880-84f9-06de584b491b,00b952be-6c97-4880-84f9-06de584b491b,Cancer Bats,Cancer Bats,Group,,Canada,2004,,hardcore punk;southern rock,https://www.wikidata.org/wiki/Q1032890,musicbrainz
00c49f40-d715-4b79-b223-432048602cce,00c49f40-d715-4b79-b223-432048602cce,Indigo Girls,Indigo Girls,Group,,United States,1985,,folk rock;folk;singer/songwriter;contemporary folk;folk pop,https://www.wikidata.org/wiki/Q772035,musicbrainz
00c814ee-08bb-4092-917f-c7c9b8b462e8,00c814ee-08bb-4092-917f-c7c9b8b462e8,Camera Can't Lie,Camera Can't Lie,Group,,,,,,,musicbrainz
00cc9978-5401-4731-abdc-5589b66250dd,00cc9978-5401-4731-abdc-5589b66250dd,Makyo,Makyo,Person,Male,United States,,,psybient,,musicbrainz
00ce2ec6-5ccb-4dc3-ac89-08779926d2b3,00ce2ec6-5ccb-4dc3-ac89-08779926d2b3,David Sanborn,"Sanborn, David",Person,Male,United States,1945,2024,jazz;easy listening;jazz fusion;jazz-funk;smooth jazz,https://www.wikidata.org/wiki/Q178112,musicbrainz
00cf472e-7868-4343-ad2c-92dd13261d43,00cf472e-7868-4343-ad2c-92dd13261d43,Seigmen,Seigmen,Group,,Norway,1989,,rock;norwegian,https://www.wikidata.org/wiki/Q2894906,musicbrainz
00d02f5a-4921-431b-ae06-7e3a8b296947,00d02f5a-4921-431b-ae06-7e3a8b296947,Denzil Dennis,Denzil Dennis,Person,,,,,,,musicbrainz
00d37ae3-fe24-49b8-855d-29df409c9229,00d37ae3-fe24-49b8-855d-29df409c9229,AC Slater,AC Slater,Person,Male,United States,1979,,bass house;2000s;2010s;g-house;house,https://www.wikidata.org/wiki/Q108633063,musicbrainz
00d3f31b-c829-4a96-8ff4-33fa796bb417,00d3f31b-c829-4a96-8ff4-33fa796bb417,The Waking Eyes,"Waking Eyes, The",Group,,Canada,2002,2010,,https://www.wikidata.org/wiki/Q7773252,musicbrainz
00d891fb-ea8e-48e4-8c04-de37a8a1bc5c,00d891fb-ea8e-48e4-8c04-de37a8a1bc5c,Carl Sims,"Sims, Carl",Person,Male,United States,1949,,,,musicbrainz
00da798a-20f2-4f67-9e15-08e0ed6b252e,00da798a-20f2-4f67-9e15-08e0ed6b252e,Kenny Bobien,"Bobien, Kenny",Person,Male,,,,,,musicbrainz
00daff08-6cd1-4f91-b1ec-2f8ce8603442,00daff08-6cd1-4f91-b1ec-2f8ce8603442,David Bromberg,"Bromberg, David",Person,Male,United States,1945,,folk;blues;contemporary folk;singer-songwriter,https://www.wikidata.org/wiki/Q328664,musicbrainz
00dbf694-d614-44cc-91d3-21bf18800e3d,00dbf694-d614-44cc-91d3-21bf18800e3d,Gene Ammons,"Ammons, Gene",Person,Male,United States,1925,1974,hard bop;jazz;soul jazz;2008 universal fire victim,https://www.wikidata.org/wiki/Q713291,musicbrainz
00dd15c9-a16b-4c6a-b9ec-941be6b51f4e,00dd15c9-a16b-4c6a-b9ec-941be6b51f4e,The Golden Dogs,"Golden Dogs, The",Group,,Canada,2001,,,https://www.wikidata.org/wiki/Q7737025,musicbrainz
00dff964-e591-4c12-bc59-44bcb725c80d,00dff964-e591-4c12-bc59-44bcb725c80d,Meanest Man Contest,Meanest Man Contest,Group,,United States,,,hip hop,https://www.wikidata.org/wiki/Q16951110,musicbrainz
00e01ffc-aa35-42bb-b14a-340d557e6952,00e01ffc-aa35-42bb-b14a-340d557e6952,Ειρήνη Μερκούρη,"Merkouri, Irini",Person,Female,Greece,1981,,greek,https://www.wikidata.org/wiki/Q2629014,musicbrainz
00e6fa49-a38a-40ae-873e-c717348b5d78,00e6fa49-a38a-40ae-873e-c717348b5d78,NSU,NSU,,,,,,,,musicbrainz
00e8c9fb-546f-481e-b529-6ec23f3b3f72,00e8c9fb-546f-481e-b529-6ec23f3b3f72,Monie Love,"Love, Monie",Person,Female,United Kingdom,1970,,hip hop,https://www.wikidata.org/wiki/Q34084,musicbrainz
00e9cc4c-e91c-4e2e-8e3b-bd7403139ac5,00e9cc4c-e91c-4e2e-8e3b-bd7403139ac5,Hector Zazou,"Zazou, Hector",Person,Male,France,1948,2008,composer;electronic;producer;session;songwriter,https://www.wikidata.org/wiki/Q2327625,musicbrainz
00ec1956-58d1-46aa-9215-fd8cc3955b19,00ec1956-58d1-46aa-9215-fd8cc3955b19,Serge Franklin,"Franklin, Serge",Person,Male,France,1942,,,https://www.wikidata.org/wiki/Q3479307,musicbrainz
00ed154e-8679-42f0-8f42-e59bd7e185af,00ed154e-8679-42f0-8f42-e59bd7e185af,Zucchero,Zucchero,Person,Male,Italy,1955,,pop rock;italian;soul,https://www.wikidata.org/wiki/Q125948,musicbrainz
00eeed6b-5897-4359-8347-b8cd28375331,00eeed6b-5897-4359-8347-b8cd28375331,Manowar,Manowar,Group,,United States,1980,,heavy metal;power metal;hard rock;metal;us power metal,https://www.wikidata.org/wiki/Q156049,musicbrainz
00eef470-0676-4845-9bdb-012845c23ca9,00eef470-0676-4845-9bdb-012845c23ca9,Stee Wee Bee,Stee Wee Bee,,,,,,,,musicbrainz
00ef5e52-582b-4d53-a03a-bbd5b3084197,00ef5e52-582b-4d53-a03a-bbd5b3084197,Dragonette,Dragonette,Group,,Canada,2005,,dance;dance-pop;pop;synth-pop;afro house,https://www.wikidata.org/wiki/Q1255077,musicbrainz
00f07fd6-cd6c-46f6-a14c-f7482893bdd3,00f07fd6-cd6c-46f6-a14c-f7482893bdd3,Trisco,Trisco,Group,,United Kingdom,,,,,musicbrainz
00f0ff72-8789-470c-a52c-bc14e600e1be,00f0ff72-8789-470c-a52c-bc14e600e1be,Rex Smith,"Smith, Rex",Person,Male,United States,1955,,,https://www.wikidata.org/wiki/Q941984,musicbrainz
00f24221-52ec-49c0-83ae-d768c183402e,00f24221-52ec-49c0-83ae-d768c183402e,Delta Cross Band,Delta Cross Band,Group,,Denmark,1980,,,https://www.wikidata.org/wiki/Q12307999,musicbrainz
00f6de03-f51e-4c64-99a7-0ae70902d219,00f6de03-f51e-4c64-99a7-0ae70902d219,Lovestern Galaktika Project,Lovestern Galaktika Project,Group,,Germany,,,,,musicbrainz
00f73d5b-6b2a-41e9-a50e-c8a1db37867f,00f73d5b-6b2a-41e9-a50e-c8a1db37867f,Fous de la mer,Fous de la mer,Group,,Spain,2002,,,https://www.wikidata.org/wiki/Q49006854,musicbrainz
00f972af-65cf-4ff2-a59a-c9ee5dc34fe7,00f972af-65cf-4ff2-a59a-c9ee5dc34fe7,Revølver,Revølver,Group,,,2001,,,,musicbrainz
00fa3579-6b4e-4efc-bd26-03a93302ebdc,00fa3579-6b4e-4efc-bd26-03a93302ebdc,Ali Akbar Khan,"Khan, Ali Akbar",Person,Male,United States,1922,2009,hindustani classical;hindustani classical music;indian classical,https://www.wikidata.org/wiki/Q468356,musicbrainz
0103c1cc-4a09-4a5d-a344-56ad99a77193,0103c1cc-4a09-4a5d-a344-56ad99a77193,Avril Lavigne,"Lavigne, Avril",Person,Female,Canada,1984,,pop punk;alternative rock;pop rock;pop;post-grunge,https://www.wikidata.org/wiki/Q30449,musicbrainz
0105c851-8780-42fe-96f4-0abdb2ab48fe,0105c851-8780-42fe-96f4-0abdb2ab48fe,Sad Lovers and Giants,Sad Lovers and Giants,Group,,United Kingdom,1981,,new wave;post-punk,https://www.wikidata.org/wiki/Q452796,musicbrainz
0108b7ca-144a-43d9-9446-02f82c7dd9b0,0108b7ca-144a-43d9-9446-02f82c7dd9b0,Andrew Vasquez,"Vasquez, Andrew",Person,Male,United States,,,native american,https://www.wikidata.org/wiki/Q4758794,musicbrainz
010d265f-56e7-45ea-8531-ce5d25f2d4f0,010d265f-56e7-45ea-8531-ce5d25f2d4f0,Warren Hill,"Hill, Warren",Person,Male,Canada,1966,,contemporary jazz;jazz;smooth jazz,https://www.wikidata.org/wiki/Q7970265,musicbrainz
010da87a-5467-4ffa-953b-30091cd591de,010da87a-5467-4ffa-953b-30091cd591de,Tune Up!,Tune Up!,Group,,Germany,,,,https://www.wikidata.org/wiki/Q17063127,musicbrainz
010df668-d0b3-4ea6-9aa7-21a84396b5b7,010df668-d0b3-4ea6-9aa7-21a84396b5b7,Exos,Exos,Person,Male,Iceland,,,techno,,musicbrainz
01108e91-a43d-4286-adb3-34bdb5fe9beb,01108e91-a43d-4286-adb3-34bdb5fe9beb,2Cents,2Cents,Group,,United States,1996,,,https://www.wikidata.org/wiki/Q4633079,musicbrainz
0110e63e-0a9b-4818-af8e-41e180c20b9a,0110e63e-0a9b-4818-af8e-41e180c20b9a,Devendra Banhart,"Banhart, Devendra",Person,Male,United States,1981,,freak folk;indie folk;singer-songwriter;folk;new weird america,https://www.wikidata.org/wiki/Q223443,musicbrainz
01129b5d-0798-46dc-ae1a-2cdc1ce24346,01129b5d-0798-46dc-ae1a-2cdc1ce24346,Kiss Me Deadly,Kiss Me Deadly,Group,,Canada,,,,https://www.wikidata.org/wiki/Q131322654,musicbrainz
01137ce8-4f76-45d1-8618-83525a1b7c08,01137ce8-4f76-45d1-8618-83525a1b7c08,The Poise Rite,"Poise Rite, The",Group,,Poland,1997,,,,musicbrainz
0116ed8d-afb2-4e8d-ae85-59a553180310,843238f1-ecfa-4a26-9e47-ce52e4ea1e31,Per Gessle,"Gessle, Per",Person,Male,Sweden,1959,,,https://www.wikidata.org/wiki/Q312801,musicbrainz
0116ef38-f596-440c-a911-8265c2122ab5,0116ef38-f596-440c-a911-8265c2122ab5,Gwen Guthrie,"Guthrie, Gwen",Person,Female,United States,1950,1999,rock and indie;soul,https://www.wikidata.org/wiki/Q4597579,musicbrainz
011ad20f-5bc0-4f09-bf40-40029d6ee6d9,011ad20f-5bc0-4f09-bf40-40029d6ee6d9,Wolf & Cub,Wolf & Cub,Group,,Australia,2002,,4ad;australian,https://www.wikidata.org/wiki/Q8029788,musicbrainz
011f07bc-3636-42e6-b99f-e182cf211a37,011f07bc-3636-42e6-b99f-e182cf211a37,The Slambovian Circus of Dreams,"Slambovian Circus of Dreams, The",Group,,United States,1998,,folk-rock,https://www.wikidata.org/wiki/Q5520594,musicbrainz
